"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1329","Locator Css selector","chromium","2026-08-03","passed","2026-08-03","","Locator_css_selector.spec.ts","",""
